activity,datetime,hours,client_id,project_id
Admin,2021-05-10 10:17:00,2.07,,
Admin,2021-05-10 16:07:00,0.53,,
Admin,2021-05-13 14:09:00,0.2,,
Admin,2021-05-13 16:16:00,0.8,,
Admin,2021-05-20 11:57:00,1.2,,
Admin,2021-05-21 20:53:00,1.4,,
Admin,2021-05-25 15:00:00,1.2,,
Admin,2021-05-27 10:20:00,0.37,,
Admin,2021-05-27 12:26:00,0.12,,
Admin,2021-05-27 15:24:00,0.95,,
Admin,2021-05-29 12:36:00,0.52,,
Admin,2021-05-29 21:39:00,0.98,,
Admin,2021-06-08 09:51:00,0.68,,
Admin,2021-06-08 14:04:00,0.02,,
Admin,2021-06-09 15:50:00,0.12,,
Admin,2021-06-14 17:14:00,0.55,,
Admin,2021-06-16 12:36:00,0.05,,
Admin,2021-06-17 10:45:00,0.43,,
Admin,2021-06-24 00:36:00,0.53,,
Admin,2021-06-25 01:18:00,0.25,,
Admin,2021-07-06 15:00:00,0.52,,
Admin,2021-07-06 16:25:00,0.12,,
Admin,2021-07-06 22:02:00,0.03,,
Admin,2021-07-08 20:09:00,0.08,,
Admin,2021-07-09 10:15:00,0.23,,
Admin,2021-07-12 21:34:00,0.1,,
Admin,2021-07-19 22:53:00,0.32,,
Admin,2021-07-21 20:38:00,0.32,,
Admin,2021-07-22 13:04:00,0.23,,
Admin,2021-07-22 18:04:00,0.33,,
Admin,2021-07-23 13:05:00,0.58,,
Admin,2021-07-26 11:46:00,0.28,,
Admin,2021-07-26 15:43:00,0.48,,
Admin,2021-07-28 11:06:00,0.32,,
Admin,2021-07-29 12:01:00,0.52,,
Admin,2021-07-29 17:38:00,0.22,,
Admin,2021-08-02 18:39:00,0.28,,
Admin,2021-08-03 16:37:00,0.05,,
Admin,2021-08-05 16:33:00,0.17,,
Admin,2021-08-06 12:27:00,0.65,,
Admin,2021-08-06 16:06:00,0.72,,
Admin,2021-08-06 16:31:00,0.18,,
Admin,2021-08-06 20:07:00,0.98,,
Admin,2021-08-06 21:01:00,0.22,,
Admin,2021-08-08 18:56:00,0.28,,
Admin,2021-08-08 22:05:00,0.1,,
Admin,2021-08-11 10:56:00,0.17,,
Admin,2021-08-16 11:18:00,0.3,,
Admin,2021-08-17 23:59:00,0.4,,
Admin,2021-08-18 19:42:00,0.12,,
Admin,2021-08-19 16:36:00,0.17,,
Admin,2021-08-24 20:51:00,0.08,,
Admin,2021-08-25 23:08:00,0.63,,
Admin,2021-08-26 12:04:00,0.77,,
Admin,2021-08-30 10:53:00,0.17,,
Admin,2021-08-31 12:08:00,0.72,,
Admin,2021-08-31 20:39:00,1.65,,
Admin,2021-09-01 11:30:00,0.33,,
Admin,2021-09-01 12:14:00,0.23,,
Admin,2021-09-01 14:27:00,1.45,,
Admin,2021-09-01 16:15:00,1.28,,
Admin,2021-09-03 15:15:00,0.08,,
Admin,2021-09-07 10:38:00,0.17,,
Admin,2021-09-09 15:34:00,0.47,,
Admin,2021-09-09 23:00:00,0.37,,
Admin,2021-09-10 17:39:00,0.43,,
Admin,2021-09-11 13:38:00,1.25,,
Admin,2021-09-11 17:45:00,1.9,,
Admin,2021-09-13 15:31:00,1.0,,
Admin,2021-09-16 12:41:00,0.87,,
Admin,2021-09-23 14:19:00,0.15,,
Admin,2021-09-26 13:53:00,0.08,,
Admin,2021-09-26 17:10:00,0.5,,
Admin,2021-09-27 11:03:00,0.27,,
Admin,2021-09-27 11:46:00,0.12,,
Admin,2021-09-27 17:35:00,0.42,,
Admin,2021-10-05 11:16:00,0.38,,
Admin,2021-10-07 11:45:00,0.92,,
Admin,2021-10-07 19:00:00,0.77,,
Admin,2021-10-12 11:32:00,0.53,,
Admin,2021-10-12 13:33:00,0.55,,
Admin,2021-10-12 17:28:00,0.87,,
Admin,2021-10-13 10:31:00,0.07,,
Admin,2021-10-14 12:57:00,1.48,,
Admin,2021-10-14 17:24:00,0.58,,
Admin,2021-10-19 11:22:00,0.18,,
Admin,2021-10-19 20:08:00,0.3,,
Admin,2021-10-25 15:20:00,0.18,,
Admin,2021-11-02 12:35:00,0.3,,
Admin,2021-11-02 14:11:00,0.27,,
Admin,2021-11-04 18:20:00,1.0,,
Admin,2021-11-05 13:39:00,0.42,,
Admin,2021-11-08 12:28:00,1.15,,
Admin,2021-11-08 13:49:00,0.13,,
Admin,2021-11-15 12:31:00,0.52,,
Admin,2021-11-15 13:30:00,0.58,,
Admin,2021-11-15 16:30:00,0.8,,
Admin,2021-11-23 09:33:00,0.52,,
Admin,2021-11-24 09:34:00,0.68,,
Admin,2021-11-29 13:56:00,1.37,,
Admin,2021-11-29 14:45:00,0.17,,
Admin,2021-11-29 15:19:00,0.28,,
Admin,2021-11-30 11:17:00,0.58,,
Admin,2021-12-02 14:27:00,0.45,,
Admin,2021-12-06 14:07:00,1.22,,
Admin,2021-12-06 20:12:00,0.12,,
Admin,2021-12-14 19:50:00,1.67,,
Admin,2021-12-20 19:28:00,0.35,,
Admin,2021-12-20 21:39:00,0.57,,
Admin,2021-12-23 10:37:00,0.15,,
Admin,2021-12-27 17:08:00,0.47,,
Admin,2022-01-03 17:44:00,0.12,,
Admin,2022-01-03 19:57:00,1.57,,
Admin,2022-01-04 11:46:00,0.43,,
Admin,2022-01-04 23:52:00,0.75,,
Admin,2022-01-05 13:13:00,1.05,,
Admin,2022-01-05 22:34:00,0.4,,
Admin,2022-01-07 11:01:00,0.07,,
Admin,2022-01-07 14:33:00,0.17,,
Admin,2022-01-07 15:57:00,0.53,,
Admin,2022-01-07 17:00:00,0.42,,
Admin,2022-01-10 23:18:00,1.37,,
Admin,2022-01-11 17:06:00,0.1,,
Admin,2022-01-12 18:30:00,1.0,,
Admin,2022-01-13 15:07:00,1.0,,
Admin,2022-01-13 15:28:00,0.33,,
Admin,2022-01-14 13:53:00,0.82,,
Admin,2022-01-18 17:21:00,0.62,,
Admin,2022-01-21 21:07:00,0.23,,
Admin,2022-01-25 11:30:00,0.5,,
Admin,2022-01-25 16:15:00,0.75,,
Admin,2022-01-31 12:25:00,0.42,,
Admin,2022-01-31 15:02:00,0.55,,
Admin,2022-02-01 11:17:00,0.52,,
Admin,2022-02-01 18:35:00,0.58,,
Admin,2022-02-02 16:16:00,1.03,,
Admin,2022-02-02 16:46:00,0.5,,
Admin,2022-02-07 17:36:00,0.9,,
Admin,2022-02-10 13:41:00,0.15,,
Admin,2022-02-10 15:32:00,0.13,,
Admin,2022-02-11 13:29:00,0.23,,
Admin,2022-02-15 19:13:00,0.23,,
Admin,2022-02-22 12:42:00,1.15,,
Admin,2022-02-24 23:59:00,0.82,,
Admin,2022-03-01 20:12:00,0.58,,
Admin,2022-03-02 14:08:00,0.13,,
Admin,2022-03-02 14:14:00,0.1,,
Admin,2022-03-08 18:23:00,0.13,,
Admin,2022-03-08 21:47:00,0.28,,
Admin,2022-03-17 10:43:00,1.15,,
Admin,2022-03-28 14:30:00,0.75,,
Admin,2022-03-29 21:48:00,0.5,,
Admin,2022-04-05 12:50:00,2.72,,
Admin,2022-04-08 22:25:00,0.12,,
Admin,2022-04-09 20:54:00,0.65,,
Admin,2022-04-12 12:17:00,0.3,,
Admin,2022-04-12 16:51:00,0.68,,
Admin,2022-04-13 14:02:00,1.32,,
Admin,2022-04-18 10:37:00,0.68,,
Admin,2022-04-18 22:56:00,0.23,,
Admin,2022-04-19 16:23:00,0.33,,
Admin,2022-04-20 12:17:00,1.07,,
Admin,2022-04-21 22:28:00,1.47,,
Admin,2022-04-21 23:46:00,0.98,,
Admin,2022-04-28 22:16:00,0.27,,
Admin,2022-05-07 20:32:00,0.33,,
Admin,2022-05-09 18:34:00,0.12,,
Admin,2022-05-09 19:43:00,0.55,,
Admin,2022-05-10 14:05:00,0.93,,
Admin,2022-05-11 09:51:00,0.17,,
Admin,2022-05-11 12:24:00,0.15,,
Admin,2022-05-11 16:43:00,0.38,,
Admin,2022-05-17 11:37:00,0.2,,
Admin,2022-05-17 16:58:00,0.1,,
Admin,2022-05-17 20:56:00,0.83,,
Admin,2022-05-26 21:45:00,0.18,,
Admin,2022-05-26 22:30:00,0.02,,
Admin,2022-06-21 23:27:00,0.25,,
Admin,2022-06-23 22:45:00,0.07,,
Admin,2022-06-27 12:29:00,0.38,,
Admin,2022-06-28 12:36:00,0.0,,
Admin,2022-07-05 14:31:00,0.1,,
Admin,2022-07-06 20:41:00,0.53,,
Admin,2022-07-11 11:55:00,0.18,,
Admin,2022-07-13 14:26:00,0.83,,
Admin,2022-07-14 12:50:00,0.77,,
Admin,2022-07-27 16:47:00,0.22,,
Admin,2022-07-28 18:44:00,0.67,,
Admin,2022-07-29 22:22:00,0.43,,
Admin,2022-08-04 13:20:00,0.63,,
Admin,2022-08-04 15:19:00,0.73,,
Admin,2022-08-10 11:05:00,0.25,,
Admin,2022-08-16 13:54:00,0.25,,
Admin,2022-08-17 17:28:00,0.17,,
Admin,2022-08-18 11:33:00,0.28,,
Admin,2022-08-21 18:23:00,0.83,,
Admin,2022-08-27 16:34:00,0.18,,
Admin,2022-08-29 12:18:00,0.45,,
Admin,2022-08-29 15:59:00,1.35,,
Admin,2022-08-29 18:50:00,0.57,,
Admin,2022-09-01 10:34:00,0.17,,
Admin,2022-09-01 13:17:00,1.77,,
Admin,2022-09-01 13:42:00,0.27,,
Admin,2022-09-01 17:42:00,0.62,,
Admin,2022-09-01 18:18:00,0.18,,
Admin,2022-09-02 11:46:00,0.97,,
Admin,2022-09-02 12:22:00,0.33,,
Admin,2022-09-02 13:04:00,0.13,,
Admin,2022-09-02 16:24:00,0.4,,
Admin,2022-09-06 13:18:00,2.3,,
Admin,2022-09-06 15:23:00,0.32,,
Admin,2022-09-06 18:45:00,1.28,,
Admin,2022-09-08 15:40:00,0.22,,
Admin,2022-09-08 18:16:00,2.0,,
Admin,2022-09-12 18:23:00,0.03,,
Admin,2022-09-13 16:28:00,0.03,,
Admin,2022-09-14 15:52:00,0.3,,
Admin,2022-09-14 19:16:00,0.52,,
Admin,2022-09-14 22:11:00,1.0,,
Admin,2022-09-15 16:43:00,0.03,,
Admin,2022-09-15 18:10:00,0.23,,
Admin,2022-09-21 17:05:00,1.13,,
Admin,2022-09-22 15:20:00,0.93,,
Admin,2022-09-23 11:15:00,0.7,,
Admin,2022-09-26 15:24:00,0.47,,
Admin,2022-09-29 18:55:00,1.33,,
Admin,2022-10-03 22:59:00,0.08,,
Admin,2022-10-04 11:07:00,0.57,,
Admin,2022-10-04 12:29:00,0.12,,
Admin,2022-10-04 13:13:00,0.23,,
Admin,2022-10-04 15:50:00,0.18,,
Admin,2022-10-04 15:56:00,0.05,,
Admin,2022-10-04 17:12:00,0.23,,
Admin,2022-10-06 15:47:00,0.2,,
Admin,2022-10-06 17:17:00,0.95,,
Admin,2022-10-06 18:55:00,0.27,,
Admin,2022-10-06 20:20:00,0.13,,
Admin,2022-10-06 21:18:00,0.48,,
Admin,2022-10-07 12:27:00,1.05,,
Admin,2022-10-07 13:30:00,0.05,,
Admin,2022-10-11 18:32:00,0.53,,
Admin,2022-10-16 15:52:00,0.68,,
Admin,2022-10-16 16:42:00,0.42,,
Admin,2022-10-19 23:44:00,0.33,,
Admin,2022-10-20 14:04:00,0.05,,
Admin,2022-10-21 11:09:00,0.12,,
Admin,2022-10-21 15:36:00,0.5,,
Admin,2022-10-25 10:44:00,0.23,,
Admin,2022-10-28 15:27:00,0.18,,
Admin,2022-10-31 11:12:00,0.48,,
Admin,2022-10-31 12:48:00,0.5,,
Admin,2022-10-31 14:14:00,1.12,,
Admin,2022-11-02 11:56:00,0.5,,
Admin,2022-11-02 13:03:00,0.72,,
Admin,2022-11-02 22:26:00,0.33,,
Admin,2022-11-03 13:13:00,1.45,,
Admin,2022-11-03 13:45:00,0.3,,
Admin,2022-11-03 15:19:00,0.33,,
Admin,2022-11-07 13:29:00,1.87,,
Admin,2022-11-07 15:25:00,0.12,,
Admin,2022-11-07 19:13:00,0.77,,
Admin,2022-11-11 14:30:00,0.8,,
Admin,2022-11-14 17:36:00,0.6,,
Admin,2022-11-15 13:43:00,0.22,,
Admin,2022-11-16 12:09:00,0.22,,
Admin,2022-11-16 14:44:00,0.1,,
Admin,2022-11-16 16:37:00,0.67,,
Admin,2022-11-17 10:18:00,0.68,,
Admin,2022-11-22 16:42:00,0.13,,
Admin,2022-11-28 11:56:00,1.35,,
Admin,2022-11-29 16:01:00,0.28,,
Admin,2022-11-29 21:36:00,0.37,,
Admin,2022-12-01 11:34:00,0.3,,
Admin,2022-12-02 11:54:00,1.07,,
Admin,2022-12-02 12:59:00,0.45,,
Admin,2022-12-02 15:25:00,0.17,,
Admin,2022-12-02 17:27:00,0.7,,
Admin,2022-12-06 21:14:00,1.23,,
Admin,2022-12-08 14:00:00,0.12,,
Admin,2022-12-13 13:42:00,0.7,,
Admin,2022-12-13 14:44:00,0.8,,
Admin,2022-12-13 20:47:00,0.22,,
Admin,2022-12-13 21:22:00,0.3,,
Admin,2022-12-15 17:40:00,0.67,,
Admin,2022-12-20 11:45:00,0.53,,
Admin,2023-01-09 22:53:00,0.08,,
Admin,2023-01-12 13:21:00,0.25,,
Admin,2023-01-12 14:37:00,0.25,,
Admin,2023-01-15 13:40:00,0.63,,
Admin,2023-01-15 14:44:00,0.4,,
Admin,2023-01-18 18:15:00,0.38,,
Admin,2023-01-18 19:03:00,0.48,,
Admin,2023-01-18 20:11:00,0.98,,
Admin,2023-01-19 02:50:00,1.67,,
Admin,2023-01-19 13:05:00,1.0,,
Admin,2023-01-20 13:11:00,0.03,,
Admin,2023-01-20 13:30:00,0.18,,
Admin,2023-01-23 14:35:00,0.17,,
Admin,2023-01-23 15:13:00,0.45,,
Admin,2023-01-31 16:17:00,0.37,,
Admin,2023-02-01 15:37:00,0.05,,
Admin,2023-02-02 00:35:00,1.68,,
Admin,2023-02-02 13:55:00,0.7,,
Admin,2023-02-02 18:05:00,0.08,,
Admin,2023-02-02 18:36:00,0.05,,
Admin,2023-02-02 20:00:00,0.33,,
Admin,2023-02-03 13:43:00,0.55,,
Admin,2023-02-03 15:48:00,0.57,,
Admin,2023-02-06 10:55:00,1.1,,
Admin,2023-02-17 10:31:00,0.12,,
Admin,2023-02-20 10:50:00,0.1,,
Admin,2023-02-20 11:03:00,0.17,,
Admin,2023-02-22 13:25:00,0.53,,
Admin,2023-02-22 16:55:00,0.98,,
Spec,2017-05-25 15:35:00,0.75,,
Spec,2017-08-09 17:34:00,0.7,,
Spec,2017-09-29 19:33:00,1.0,,
Spec,2017-09-30 11:07:00,0.9,,
Spec,2017-10-20 13:30:00,0.77,,
Spec,2017-10-28 18:21:00,0.97,,
Spec,2017-11-22 13:10:00,1.07,,
Spec,2017-12-13 20:43:00,2.67,,
Spec,2018-02-03 01:08:00,1.5,,
Spec,2018-02-04 16:39:00,2.77,,
Spec,2018-02-10 17:23:00,0.65,,
Spec,2018-03-01 22:37:00,1.25,,
Spec,2018-04-21 10:32:00,0.5,,
Spec,2018-04-26 22:16:00,0.65,,
Spec,2018-05-07 15:00:00,0.63,,
Spec,2018-07-19 19:52:00,2.02,,
Spec,2018-07-20 21:44:00,0.17,,
Spec,2018-07-20 22:09:00,0.03,,
Spec,2018-08-15 18:13:00,0.72,,
Spec,2018-08-29 16:38:00,1.68,,
Spec,2018-10-09 12:40:00,2.18,,
Spec,2018-10-15 12:03:00,0.32,,
Spec,2018-12-08 15:15:00,0.2,,
Spec,2019-01-04 11:04:00,0.85,,
Spec,2019-01-04 12:23:00,1.25,,
Spec,2019-01-04 14:29:00,1.38,,
Spec,2019-01-04 17:35:00,0.95,,
Spec,2019-01-04 18:47:00,0.7,,
Spec,2019-01-05 12:27:00,0.58,,
Spec,2019-01-06 22:30:00,1.88,,
Spec,2019-01-07 18:58:00,4.6,,
Spec,2019-01-07 22:29:00,1.3,,
Spec,2019-01-08 15:46:00,1.43,,
Spec,2019-01-08 22:09:00,1.13,,
Spec,2019-01-09 14:19:00,1.15,,
Spec,2019-01-09 17:15:00,1.13,,
Spec,2019-01-09 18:57:00,1.58,,
Spec,2019-01-10 10:14:00,0.32,,
Spec,2019-01-10 14:23:00,0.87,,
Spec,2019-01-10 18:51:00,1.93,,
Spec,2019-01-19 12:51:00,1.2,,
Spec,2019-01-30 19:30:00,0.22,,
Spec,2019-01-30 22:43:00,1.82,,
Spec,2019-01-30 23:42:00,0.97,,
Spec,2019-01-31 18:28:00,0.37,,
Spec,2019-02-16 16:36:00,1.25,,
Spec,2019-02-19 15:38:00,2.1,,
Spec,2019-02-22 15:32:00,1.88,,
Spec,2019-02-27 17:14:00,2.2,,
Spec,2019-03-14 15:13:00,0.13,,
Spec,2019-03-14 18:36:00,2.97,,
Spec,2019-03-19 15:26:00,1.72,,
Spec,2019-03-19 17:20:00,1.72,,
Spec,2019-03-19 18:10:00,0.85,,
Spec,2019-03-23 14:22:00,1.05,,
Spec,2019-04-09 17:15:00,3.07,,
Spec,2019-04-10 12:06:00,0.4,,
Spec,2019-04-12 17:40:00,5.02,,
Spec,2019-04-16 15:41:00,3.18,,
Spec,2019-04-16 16:38:00,0.95,,
Spec,2019-05-01 14:15:00,2.7,,
Spec,2019-05-02 13:17:00,2.77,,
Spec,2019-05-02 16:40:00,1.95,,
Spec,2019-05-04 12:16:00,0.45,,
Spec,2019-05-07 18:17:00,2.73,,
Spec,2019-05-07 19:36:00,0.98,,
Spec,2019-05-10 12:01:00,1.7,,
Spec,2019-05-11 12:44:00,0.78,,
Spec,2019-05-11 15:23:00,0.57,,
Spec,2019-05-11 17:53:00,0.18,,
Spec,2019-05-12 15:09:00,1.13,,
Spec,2019-05-13 11:03:00,1.0,,
Spec,2019-05-13 15:19:00,1.4,,
Spec,2019-05-13 15:45:00,0.15,,
Spec,2019-05-13 17:49:00,1.1,,
Spec,2019-05-13 19:11:00,0.85,,
Spec,2019-05-13 22:03:00,1.02,,
Spec,2019-05-14 13:39:00,2.35,,
Spec,2019-05-14 15:08:00,1.3,,
Spec,2019-05-14 16:06:00,0.1,,
Spec,2019-05-14 20:04:00,3.8,,
Spec,2019-05-14 22:37:00,2.12,,
Spec,2019-05-15 12:14:00,1.83,,
Spec,2019-05-15 13:55:00,1.08,,
Spec,2019-05-15 14:43:00,0.63,,
Spec,2019-05-15 17:26:00,2.43,,
Spec,2019-05-27 12:45:00,1.15,,
Spec,2019-05-28 00:50:00,2.93,,
Spec,2019-06-05 10:45:00,0.78,,
Spec,2019-06-05 19:23:00,4.7,,
Spec,2019-10-07 15:38:00,0.95,,
Spec,2019-10-07 18:05:00,1.15,,
Spec,2019-10-10 15:39:00,0.82,,
Spec,2019-10-10 17:50:00,0.83,,
Spec,2019-10-14 14:25:00,0.97,,
Spec,2020-01-27 15:12:00,1.0,,
Spec,2020-01-28 15:24:00,0.42,,
Spec,2020-01-29 10:29:00,0.62,,
Spec,2020-02-04 13:48:00,1.53,66.0,143.0
Spec,2020-02-04 16:45:00,2.78,66.0,143.0
Spec,2020-02-07 19:44:00,3.83,66.0,143.0
Spec,2020-02-10 17:02:00,3.72,66.0,143.0
Spec,2020-02-11 00:08:00,1.93,66.0,143.0
Spec,2020-02-13 13:07:00,0.68,66.0,143.0
Spec,2020-02-13 16:35:00,1.83,66.0,143.0
Spec,2020-02-17 01:14:00,0.92,66.0,143.0
Spec,2020-02-18 13:50:00,0.73,66.0,143.0
Spec,2020-02-19 16:37:00,3.33,67.0,142.0
Spec,2020-02-19 17:45:00,1.0,67.0,142.0
Spec,2020-02-19 21:45:00,0.92,66.0,143.0
Spec,2020-02-20 00:45:00,1.12,66.0,143.0
Spec,2020-02-20 11:41:00,1.35,66.0,143.0
Spec,2020-02-20 12:46:00,0.57,66.0,143.0
Spec,2020-02-21 02:27:00,1.0,66.0,143.0
Spec,2020-02-21 15:08:00,1.28,66.0,143.0
Spec,2020-02-21 16:10:00,0.83,66.0,143.0
Spec,2020-02-24 16:37:00,2.62,80.0,141.0
Spec,2020-02-24 19:09:00,2.05,80.0,141.0
Spec,2020-02-24 20:01:00,0.62,80.0,141.0
Spec,2020-02-25 22:44:00,1.92,,
Spec,2020-02-26 01:43:00,2.13,,
Spec,2020-02-26 14:10:00,1.27,67.0,142.0
Spec,2020-02-26 15:11:00,0.93,80.0,141.0
Spec,2020-03-03 15:30:00,2.48,67.0,142.0
Spec,2020-03-11 14:43:00,2.35,63.0,239.0
Spec,2020-04-21 18:49:00,0.38,80.0,141.0
Spec,2020-04-21 19:52:00,0.72,80.0,141.0
Spec,2020-04-21 20:45:00,0.75,80.0,141.0
Spec,2020-05-08 22:38:00,1.17,,
Spec,2020-05-09 00:57:00,1.48,,
Spec,2020-05-12 17:11:00,2.08,66.0,143.0
Spec,2020-05-12 22:36:00,1.48,66.0,143.0
Spec,2020-05-13 10:57:00,0.77,66.0,143.0
Spec,2020-06-17 02:44:00,2.55,67.0,142.0
Spec,2020-08-15 12:57:00,1.57,67.0,142.0
Spec,2020-08-18 18:48:00,5.88,67.0,142.0
Spec,2020-09-01 17:51:00,6.57,45.0,139.0
Spec,2020-09-01 20:16:00,1.93,45.0,139.0
Spec,2020-09-02 20:28:00,7.87,3.0,140.0
Spec,2020-09-03 00:05:00,2.73,3.0,140.0
Spec,2020-09-03 15:56:00,3.0,62.0,131.0
Spec,2020-09-03 21:00:00,4.7,62.0,131.0
Spec,2020-09-04 19:12:00,1.95,62.0,131.0
Spec,2020-09-05 12:53:00,3.08,45.0,139.0
Spec,2020-09-05 16:48:00,2.02,45.0,139.0
Spec,2020-09-05 22:16:00,2.95,45.0,139.0
Spec,2020-09-07 13:16:00,1.67,62.0,131.0
Spec,2020-09-07 15:17:00,1.75,62.0,131.0
Spec,2020-09-07 19:58:00,3.6,62.0,131.0
Spec,2020-09-08 00:02:00,3.5,62.0,131.0
Spec,2020-09-08 01:18:00,1.17,62.0,131.0
Spec,2020-09-08 11:03:00,1.05,3.0,140.0
Spec,2020-09-08 17:53:00,4.6,3.0,140.0
Spec,2020-09-08 21:43:00,2.23,3.0,140.0
Spec,2020-09-08 23:47:00,1.63,3.0,140.0
Spec,2020-09-09 01:41:00,1.52,3.0,140.0
Spec,2020-09-09 11:36:00,0.42,62.0,131.0
Spec,2020-09-09 15:33:00,3.32,3.0,140.0
Spec,2020-09-09 16:35:00,0.23,45.0,139.0
Spec,2020-09-09 16:57:00,0.28,3.0,140.0
Spec,2020-09-09 17:57:00,0.97,62.0,131.0
Spec,2020-09-09 18:24:00,0.15,62.0,131.0
Spec,2020-09-09 18:48:00,0.25,3.0,140.0
Spec,2020-09-09 21:34:00,2.75,45.0,139.0
Spec,2020-09-29 18:28:00,2.63,,
Spec,2020-10-06 15:06:00,3.0,,
Spec,2020-11-01 18:07:00,6.68,45.0,138.0
Spec,2020-11-01 22:19:00,1.77,45.0,138.0
Spec,2020-11-05 13:35:00,2.53,45.0,138.0
Spec,2020-11-05 15:40:00,1.5,45.0,138.0
Spec,2020-11-05 17:45:00,1.42,45.0,138.0
Spec,2020-11-05 19:40:00,0.5,45.0,138.0
Spec,2020-11-07 13:21:00,3.03,45.0,138.0
Spec,2020-11-08 00:52:00,1.82,45.0,138.0
Spec,2021-01-05 12:08:00,0.85,,
Spec,2021-01-26 18:06:00,1.75,,
Spec,2021-02-11 16:38:00,2.33,,
Spec,2021-02-12 00:27:00,2.03,,
Spec,2021-02-12 11:44:00,0.72,,
Spec,2021-04-22 20:02:00,1.78,,
Spec,2021-04-22 22:08:00,0.88,,
Spec,2021-04-22 23:43:00,0.77,,
Spec,2021-04-23 00:23:00,0.23,,
Spec,2021-04-27 16:10:00,4.32,,
Spec,2021-04-27 20:42:00,1.4,,
Spec,2021-05-18 16:30:00,4.17,,
Spec,2021-05-18 23:38:00,1.47,,
Spec,2021-07-11 00:52:00,0.0,,
Spec,2021-08-18 20:44:00,0.53,,
Spec,2021-08-18 22:46:00,0.9,,
Spec,2021-08-28 23:39:00,0.68,,
Spec,2021-09-11 23:00:00,1.0,,
Spec,2021-09-27 23:12:00,1.83,,
Spec,2021-10-04 00:35:00,5.23,,
Spec,2021-10-12 15:59:00,0.48,,
Spec,2021-10-13 18:12:00,2.85,,
Spec,2021-10-20 16:26:00,4.43,30.0,136.0
Spec,2021-10-20 19:40:00,2.95,30.0,136.0
Spec,2021-10-21 16:20:00,3.58,62.0,130.0
Spec,2021-10-21 18:56:00,1.9,62.0,130.0
Spec,2021-10-22 16:08:00,3.53,,
Spec,2021-10-22 18:58:00,2.13,,
Spec,2021-10-25 14:53:00,4.68,30.0,136.0
Spec,2021-10-25 22:20:00,3.98,30.0,136.0
Spec,2021-10-26 15:03:00,0.88,30.0,136.0
Spec,2021-10-26 16:26:00,1.15,30.0,136.0
Spec,2021-10-26 20:57:00,3.08,62.0,130.0
Spec,2021-10-26 22:25:00,1.1,62.0,130.0
Spec,2021-10-27 16:15:00,0.4,62.0,130.0
Spec,2021-10-27 17:00:00,0.7,62.0,130.0
Spec,2021-10-27 19:46:00,0.53,62.0,130.0
Spec,2021-10-27 22:45:00,2.75,62.0,130.0
Spec,2021-10-28 15:35:00,1.33,,
Spec,2021-10-28 18:46:00,1.85,,
Spec,2021-10-28 20:23:00,0.57,,
Spec,2021-10-29 15:37:00,1.2,,
Spec,2021-10-29 17:30:00,0.33,,
Spec,2021-10-30 02:07:00,2.85,,
Spec,2021-10-30 17:44:00,0.25,62.0,130.0
Spec,2021-10-30 18:54:00,0.87,62.0,130.0
Spec,2021-10-30 21:39:00,2.45,62.0,130.0
Spec,2021-10-30 23:56:00,0.18,30.0,136.0
Spec,2021-10-31 12:53:00,1.0,30.0,136.0
Spec,2021-10-31 13:35:00,0.6,30.0,136.0
Spec,2021-10-31 14:47:00,0.6,30.0,136.0
Spec,2021-10-31 16:46:00,1.68,30.0,136.0
Spec,2021-11-01 16:02:00,1.58,62.0,130.0
Spec,2021-11-01 17:45:00,0.75,62.0,130.0
Spec,2021-11-01 18:01:00,0.12,30.0,136.0
Spec,2021-11-01 18:23:00,0.27,,
Spec,2021-11-02 17:41:00,0.35,,
Spec,2021-11-04 12:12:00,0.45,,
Spec,2021-12-08 15:36:00,3.93,,
Spec,2021-12-08 19:37:00,0.9,,
Spec,2021-12-09 17:43:00,0.42,,
Spec,2021-12-09 18:28:00,0.57,,
Spec,2021-12-10 11:05:00,0.4,,
Spec,2021-12-14 23:59:00,1.23,,
Spec,2021-12-15 12:03:00,0.2,,
Spec,2021-12-15 15:15:00,3.02,,
Spec,2022-01-06 16:16:00,4.67,,
Spec,2022-01-06 21:05:00,2.5,,
Spec,2022-01-17 16:54:00,6.12,,
Spec,2022-01-25 12:52:00,0.7,,
Spec,2022-01-26 15:22:00,3.07,,
Spec,2022-01-26 20:04:00,1.73,,
Spec,2022-01-26 20:32:00,0.32,,
Spec,2022-02-04 21:42:00,2.0,,
Spec,2022-02-05 20:16:00,3.25,,
Spec,2022-02-08 22:56:00,0.97,,
Spec,2022-02-10 15:55:00,0.33,,
Spec,2022-02-10 17:03:00,0.93,,
Spec,2022-02-10 18:48:00,0.95,,
Spec,2022-02-10 22:22:00,2.35,,
Spec,2022-02-11 17:51:00,0.4,,
Spec,2022-02-14 14:54:00,1.28,,
Spec,2022-02-14 15:29:00,0.28,,
Spec,2022-02-21 19:41:00,0.77,,
Spec,2022-02-21 22:59:00,2.23,,
Spec,2022-03-09 10:59:00,1.52,,
Spec,2022-06-20 14:42:00,0.87,,
Spec,2022-06-20 23:30:00,2.67,,
Spec,2022-07-09 23:14:00,2.58,,
Spec,2022-07-14 13:32:00,0.7,,
Spec,2022-07-14 15:55:00,1.57,,
Spec,2022-07-14 16:28:00,0.52,,
Spec,2022-08-21 21:31:00,1.85,,
Spec,2022-08-22 14:35:00,0.82,93.0,22.0
