activity,datetime,hours
Client Production,2022-07-06 16:28:00,1.13
Client Production,2022-07-06 18:42:00,0.98
Client Production,2022-07-07 11:20:00,0.25
Client Production,2022-07-07 12:33:00,1.05
Client Production,2022-07-07 15:06:00,0.8
Client Production,2022-07-07 15:46:00,0.52
Client Production,2022-07-07 20:29:00,1.35
Client Production,2022-07-08 19:00:00,0.85
Client Production,2022-07-08 23:40:00,1.0
Client Production,2022-07-09 15:03:00,2.97
Client Production,2022-07-10 15:27:00,0.67
Client Production,2022-07-11 23:53:00,1.42
Client Production,2022-07-12 10:27:00,1.95
Client Production,2022-07-12 10:37:00,0.08
Client Production,2022-07-12 11:59:00,1.18
Client Production,2022-07-13 12:49:00,0.68
Client Production,2022-07-13 15:11:00,0.63
Client Production,2022-07-13 18:44:00,1.37
Client Production,2022-07-19 12:56:00,0.68
Client Production,2022-07-19 13:44:00,0.32
Client Production,2022-07-19 18:30:00,1.52
Client Production,2022-07-21 11:53:00,1.68
Client Production,2022-07-21 12:10:00,0.17
Client Production,2022-07-21 17:00:00,1.37
Client Production,2022-07-22 10:45:00,0.42
Client Production,2022-07-22 16:14:00,0.7
Client Production,2022-07-22 16:48:00,0.25
Client Production,2022-07-22 17:45:00,0.53
Client Production,2022-07-24 23:51:00,1.57
Client Production,2022-07-25 11:50:00,1.33
Client Production,2022-07-25 17:00:00,0.07
Client Production,2022-07-27 00:47:00,1.32
Client Production,2022-07-27 10:24:00,0.03
Client Production,2022-07-27 10:36:00,0.17
Client Production,2022-07-28 14:53:00,0.37
Client Production,2022-07-28 19:45:00,0.53
Client Production,2022-07-28 22:20:00,1.5
Client Production,2022-07-29 13:29:00,0.3
Client Production,2022-07-29 21:52:00,0.03
Client Production,2022-07-31 11:48:00,0.52
Client Production,2022-08-02 18:04:00,0.9
Client Production,2022-08-05 09:54:00,0.4
Client Production,2022-08-10 12:08:00,0.95
Client Production,2022-08-10 13:37:00,0.63
Client Production,2022-08-10 16:00:00,2.08
Client Production,2022-08-11 13:48:00,1.78
Client Production,2022-08-11 19:50:00,1.08
Client Production,2022-08-18 11:16:00,1.2
Client Production,2022-08-18 12:35:00,1.03
Client Production,2022-08-18 15:14:00,0.03
Client Production,2022-08-19 19:52:00,1.03
Client Production,2022-08-21 12:16:00,0.08
Client Production,2022-08-23 21:25:00,0.55
Client Production,2022-08-24 16:46:00,0.15
Client Production,2022-08-30 14:47:00,0.57
Client Production,2022-08-30 17:09:00,1.27
Client Production,2022-08-30 18:07:00,0.7
Client Production,2022-08-30 19:35:00,0.47
Client Production,2022-08-30 21:33:00,0.5
Client Production,2022-08-30 23:37:00,0.63
Client Production,2022-09-02 11:57:00,0.18
Client Production,2022-09-02 12:55:00,0.55
Client Production,2022-09-02 15:57:00,0.5
Client Production,2022-09-07 12:56:00,0.35
Client Production,2022-09-07 14:45:00,1.23
Client Production,2022-09-07 15:40:00,0.62
Client Production,2022-09-07 19:58:00,1.13
Client Production,2022-09-08 20:41:00,0.47
Client Production,2022-09-12 21:56:00,1.18
Client Production,2022-09-14 12:33:00,0.75
Client Production,2022-09-14 13:56:00,0.82
Client Production,2022-09-14 16:56:00,0.72
Client Production,2022-09-14 18:10:00,0.7
Client Production,2022-09-15 19:05:00,0.83
Client Production,2022-09-19 15:53:00,0.88
Client Production,2022-09-19 16:24:00,0.32
Client Production,2022-09-20 13:39:00,2.48
Client Production,2022-09-20 14:38:00,0.63
Client Production,2022-09-20 15:54:00,1.0
Client Production,2022-09-21 10:47:00,0.78
Client Production,2022-09-22 13:54:00,0.37
Client Production,2022-09-26 20:36:00,2.62
Client Production,2022-09-26 23:59:00,1.2
Client Production,2022-09-27 00:07:00,0.1
Client Production,2022-09-27 17:22:00,2.25
Client Production,2022-09-28 13:19:00,2.75
Client Production,2022-09-28 15:45:00,0.38
Client Production,2022-10-03 12:05:00,1.17
Client Production,2022-10-03 15:51:00,1.5
Client Production,2022-10-04 12:22:00,0.28
Client Production,2022-10-04 12:59:00,0.5
Client Production,2022-10-04 14:46:00,0.17
Client Production,2022-10-04 15:31:00,0.57
Client Production,2022-10-04 16:35:00,0.6
Client Production,2022-10-07 15:49:00,0.5
Client Production,2022-10-07 18:50:00,2.13
Client Production,2022-10-10 21:40:00,0.62
Client Production,2022-10-21 19:48:00,1.73
Client Production,2022-10-27 14:45:00,0.9
Client Production,2022-10-27 17:00:00,1.15
Client Production,2022-11-01 14:58:00,0.75
Client Production,2022-11-01 18:17:00,0.83
Client Production,2022-11-01 23:22:00,1.25
Client Production,2022-11-02 13:19:00,0.27
Client Production,2022-11-02 13:59:00,0.37
Client Production,2022-11-03 14:47:00,0.67
Client Production,2022-11-07 17:24:00,1.02
Client Production,2022-11-07 18:27:00,0.27
Client Production,2022-11-07 19:37:00,0.38
Client Production,2022-11-08 12:34:00,0.03
Client Production,2022-11-08 14:42:00,2.0
Client Production,2022-11-08 18:55:00,1.73
Client Production,2022-11-08 21:51:00,0.55
Client Production,2022-11-08 23:26:00,0.85
Client Production,2022-11-09 13:49:00,0.28
Client Production,2022-11-14 10:14:00,1.13
Client Production,2022-11-14 11:57:00,0.55
Client Production,2022-11-14 13:46:00,0.9
Client Production,2022-11-14 14:44:00,0.53
Client Production,2022-11-14 16:59:00,0.25
Client Production,2022-11-15 13:11:00,0.27
Client Production,2022-11-15 14:55:00,0.17
Client Production,2022-11-16 11:19:00,2.38
Client Production,2022-11-16 11:55:00,0.1
Client Production,2022-11-16 13:56:00,0.93
Client Production,2022-11-16 14:38:00,0.55
Client Production,2022-11-16 15:36:00,0.62
Client Production,2022-11-22 16:34:00,0.18
Client Production,2022-11-23 15:43:00,0.75
Client Production,2022-12-05 09:45:00,0.93
Client Production,2022-12-05 10:38:00,0.63
Client Production,2022-12-05 12:53:00,1.55
Client Production,2022-12-05 15:23:00,1.8
Client Production,2022-12-05 19:56:00,3.15
Client Production,2022-12-05 20:30:00,0.33
Client Production,2022-12-08 15:29:00,1.42
Client Production,2022-12-08 17:45:00,1.35
Client Production,2022-12-08 21:45:00,0.28
Client Production,2022-12-09 00:30:00,0.67
Client Production,2022-12-12 17:32:00,0.6
Client Production,2022-12-13 13:56:00,0.08
Client Production,2022-12-20 16:44:00,0.98
Client Production,2022-11-18 17:50:00,0.63
Client Production,2022-11-28 14:37:00,0.33
Client Production,2022-11-29 10:09:00,0.8
Client Production,2022-11-29 11:19:00,0.63
Client Production,2022-11-29 12:57:00,1.15
Client Production,2022-11-29 15:44:00,1.03
Client Production,2022-11-29 16:22:00,0.35
Client Production,2022-12-09 13:46:00,0.55
Client Production,2022-12-09 14:49:00,0.63
Client Production,2022-12-09 17:58:00,1.55
Client Production,2022-12-13 19:59:00,0.73
Client Production,2022-12-13 22:45:00,1.18
Client Production,2022-12-13 22:59:00,0.15
Client Production,2022-12-14 13:17:00,1.3
Client Production,2022-12-14 16:51:00,2.17
Client Production,2022-12-14 21:01:00,0.75
Client Production,2022-12-15 18:53:00,0.92
Client Production,2022-12-15 20:14:00,0.28
Client Production,2022-12-15 21:47:00,1.22
Client Production,2022-12-21 11:17:00,0.68
Client Production,2022-12-21 11:32:00,0.17
Client Production,2022-12-21 11:49:00,0.27
Client Production,2022-12-23 09:36:00,0.6
Client Production,2022-12-23 10:27:00,0.3
Client Production,2023-01-02 11:21:00,1.05
Client Production,2023-01-02 13:21:00,1.13
Client Production,2023-01-02 13:51:00,0.35
Client Production,2023-01-02 15:57:00,1.8
Client Production,2023-01-03 18:57:00,1.78
Client Production,2023-01-03 19:51:00,0.77
Client Production,2023-01-03 23:10:00,1.37
Client Production,2023-01-04 17:21:00,2.12
Client Production,2023-01-04 20:18:00,0.45
Client Production,2023-01-04 21:59:00,1.48
Client Production,2023-01-05 15:23:00,4.03
Client Production,2023-01-05 17:09:00,1.28
Client Production,2023-01-05 19:29:00,1.25
Client Production,2023-01-06 13:59:00,2.65
Client Production,2023-01-06 16:00:00,1.58
Client Production,2023-01-06 17:37:00,1.3
Client Production,2023-01-08 17:11:00,2.35
Client Production,2023-01-08 20:40:00,1.85
Client Production,2023-01-08 21:14:00,0.52
Client Production,2022-12-30 23:59:00,3.72
Client Production,2023-01-09 17:18:00,0.3
Client Production,2023-01-09 22:08:00,2.12
Client Production,2023-01-09 22:39:00,0.45
Client Production,2023-01-11 13:05:00,0.25
Client Production,2023-01-11 21:09:00,0.05
Client Production,2023-01-12 13:06:00,0.47
Client Production,2023-01-12 14:22:00,0.42
Client Production,2023-01-12 15:16:00,0.68
Client Production,2023-01-12 18:12:00,0.88
Client Production,2023-01-15 15:39:00,0.78
Client Production,2023-01-17 12:09:00,1.02
Client Production,2023-01-17 12:28:00,0.23
Client Production,2023-01-17 22:57:00,0.65
Client Production,2023-01-18 14:14:00,0.43
Client Production,2023-01-18 17:28:00,1.3
Client Production,2023-01-20 16:49:00,0.82
Client Production,2023-01-24 23:05:00,0.48
Client Production,2023-01-26 14:41:00,1.52
Client Production,2023-01-26 17:27:00,0.77
Client Production,2023-01-26 19:31:00,0.1
Client Production,2023-01-26 22:25:00,1.05
Client Production,2023-01-30 17:25:00,1.22
Client Production,2023-01-30 17:51:00,0.32
Client Production,2023-01-30 18:25:00,0.12
Client Production,2023-01-30 20:20:00,1.57
Client Production,2023-01-30 23:21:00,1.1
Client Production,2023-01-31 18:37:00,1.3
Client Production,2023-02-01 16:44:00,1.12
Client Production,2023-02-02 19:33:00,0.8
Client Production,2023-02-02 21:58:00,1.25
Client Production,2023-02-02 22:34:00,0.35
Client Production,2023-02-02 22:50:00,0.15
Client Production,2023-02-10 17:02:00,3.02
Client Production,2023-02-14 11:42:00,0.12
Client Production,2023-02-14 14:07:00,1.07
Client Production,2023-02-14 15:14:00,0.45
Client Production,2023-02-14 17:00:00,1.18
Client Production,2023-02-14 17:50:00,0.65
Client Production,2023-02-22 14:10:00,0.5
Admin,2016-11-23 10:21:00,0.5
Admin,2016-11-23 14:41:00,0.47
Admin,2016-11-27 19:40:00,0.9
Admin,2016-11-28 10:28:00,0.82
Admin,2016-12-06 11:10:00,0.42
Admin,2016-12-07 14:17:00,1.17
Admin,2016-12-07 15:28:00,0.17
Admin,2016-12-11 16:18:00,0.5
Admin,2016-12-12 21:16:00,0.77
Admin,2016-12-13 10:13:00,0.52
Admin,2016-12-14 11:07:00,1.05
Admin,2016-12-19 23:23:00,0.42
Admin,2016-12-20 11:16:00,0.7
Admin,2016-12-29 15:24:00,0.5
Admin,2016-12-30 16:00:00,0.07
Admin,2017-01-03 12:55:00,0.07
Admin,2017-01-03 13:53:00,0.63
Admin,2017-01-04 14:54:00,0.55
Admin,2017-01-05 10:33:00,0.65
Admin,2017-01-05 15:03:00,0.93
Admin,2017-01-09 12:44:00,0.97
Admin,2017-01-09 23:49:00,0.9
Admin,2017-01-10 12:00:00,0.97
Admin,2017-01-11 11:01:00,0.95
Admin,2017-01-12 21:11:00,0.3
Admin,2017-01-13 18:40:00,0.6
Admin,2017-01-16 10:29:00,0.82
Admin,2017-01-17 14:30:00,0.62
Admin,2017-01-18 10:59:00,0.6
Admin,2017-01-19 15:21:00,0.78
Admin,2017-01-20 14:38:00,0.75
Admin,2017-01-22 17:17:00,0.75
Admin,2017-01-23 11:19:00,0.8
Admin,2017-01-24 09:58:00,0.52
Admin,2017-01-25 23:16:00,0.2
Admin,2017-01-28 19:07:00,0.48
Admin,2017-01-30 10:43:00,0.7
Admin,2017-01-31 18:52:00,0.23
Admin,2017-02-03 10:39:00,0.33
Admin,2017-02-04 14:04:00,0.43
Admin,2017-02-06 10:58:00,1.45
Admin,2017-02-07 13:08:00,0.15
Admin,2017-02-08 22:05:00,0.45
Admin,2017-02-09 11:38:00,1.0
Admin,2017-02-10 17:32:00,0.45
Admin,2017-02-13 22:37:00,0.67
Admin,2017-02-14 10:37:00,1.0
Admin,2017-02-15 10:13:00,0.52
Admin,2017-02-16 09:09:00,0.33
Admin,2017-02-17 19:12:00,0.53
Admin,2017-02-20 11:32:00,0.5
Admin,2017-02-22 11:25:00,0.47
Admin,2017-02-23 11:19:00,0.43
Admin,2017-02-25 17:39:00,2.22
Admin,2017-02-27 12:07:00,0.65
Admin,2017-02-28 14:38:00,0.63
Admin,2017-03-01 15:15:00,0.52
Admin,2017-03-03 13:27:00,0.5
Admin,2017-03-06 19:34:00,5.38
Admin,2017-03-07 10:02:00,0.5
Admin,2017-03-08 10:43:00,0.73
Admin,2017-03-09 17:49:00,1.02
Admin,2017-03-10 11:00:00,0.83
Admin,2017-03-13 10:19:00,0.98
Admin,2017-03-14 15:13:00,0.32
Admin,2017-03-16 21:27:00,0.33
Admin,2017-03-19 12:52:00,0.12
Admin,2017-03-19 14:57:00,0.98
Admin,2017-03-21 19:25:00,1.98
Admin,2017-03-23 10:25:00,0.68
Admin,2017-03-24 11:20:00,0.45
Admin,2017-03-27 13:55:00,0.48
Admin,2017-03-29 22:40:00,0.53
Admin,2017-03-31 18:13:00,0.58
Admin,2017-04-03 19:34:00,0.38
Admin,2017-04-04 20:27:00,0.28
Admin,2017-04-05 20:57:00,0.5
Admin,2017-04-06 20:19:00,0.37
Admin,2017-04-11 10:09:00,0.33
Admin,2017-04-13 23:28:00,0.27
Admin,2017-04-14 19:06:00,0.23
Admin,2017-04-17 20:55:00,0.72
Admin,2017-04-20 17:07:00,0.53
Admin,2017-04-21 12:10:00,0.57
Admin,2017-04-24 22:53:00,0.38
Admin,2017-04-25 17:56:00,0.55
Admin,2017-04-26 12:46:00,1.3
Admin,2017-04-27 22:39:00,0.5
Admin,2017-05-01 22:31:00,0.78
Admin,2017-05-03 21:18:00,0.63
Admin,2017-05-04 22:57:00,5.0
Admin,2017-05-05 10:25:00,0.43
Admin,2017-05-05 13:33:00,0.8
Admin,2017-05-08 10:00:00,1.0
Admin,2017-05-08 15:04:00,0.08
Admin,2017-05-09 23:11:00,0.68
Admin,2017-05-10 18:27:00,0.25
Admin,2017-05-11 10:18:00,0.37
Admin,2017-05-15 22:24:00,0.67
Admin,2017-05-17 00:31:00,0.4
Admin,2017-05-18 22:29:00,0.28
Admin,2017-05-19 17:10:00,0.48
Admin,2017-05-22 12:09:00,0.45
Admin,2017-05-22 14:09:00,0.82
Admin,2017-05-23 12:50:00,1.13
Admin,2017-05-24 23:48:00,0.72
Admin,2017-05-26 20:11:00,0.15
Admin,2017-05-30 12:02:00,0.52
Admin,2017-05-31 09:39:00,0.9
Admin,2017-06-02 18:43:00,0.5
Admin,2017-06-05 23:07:00,0.5
Admin,2017-06-06 17:58:00,0.55
Admin,2017-06-10 09:33:00,0.13
Admin,2017-06-12 16:31:00,0.45
Admin,2017-06-13 22:03:00,0.15
Admin,2017-06-13 23:04:00,0.37
Admin,2017-06-15 00:44:00,1.08
Admin,2017-06-22 21:24:00,0.75
Admin,2017-06-26 15:17:00,0.97
Admin,2017-06-27 23:21:00,0.58
Admin,2017-06-29 00:14:00,0.98
Admin,2017-06-30 14:11:00,0.78
Admin,2017-07-02 17:52:00,0.92
Admin,2017-07-06 22:12:00,1.33
Admin,2017-07-08 14:29:00,1.38
Admin,2017-07-10 17:12:00,0.35
Admin,2017-07-11 11:36:00,0.23
Admin,2017-07-11 23:55:00,0.4
Admin,2017-07-14 19:40:00,0.55
Admin,2017-07-18 10:19:00,0.73
Admin,2017-07-19 23:04:00,0.93
Admin,2017-07-21 16:27:00,0.5
Admin,2017-07-23 14:43:00,1.62
Admin,2017-07-24 22:14:00,0.5
Admin,2017-07-26 22:58:00,0.55
Admin,2017-07-27 23:21:00,0.68
Admin,2017-07-31 18:07:00,0.85
Admin,2017-08-01 23:44:00,0.23
Admin,2017-08-04 23:33:00,0.62
Admin,2017-08-07 21:08:00,0.47
Admin,2017-08-08 21:55:00,0.42
Admin,2017-08-11 23:00:00,0.62
Admin,2017-08-16 20:27:00,0.32
Admin,2017-08-23 18:15:00,0.38
Admin,2017-08-25 00:09:00,1.08
Admin,2017-08-28 23:05:00,0.5
Admin,2017-08-30 19:55:00,0.5
Admin,2017-09-05 11:58:00,0.73
Admin,2017-09-07 21:41:00,0.97
Admin,2017-09-11 19:52:00,0.62
Admin,2017-09-19 19:56:00,1.08
Admin,2017-09-20 21:20:00,0.7
Admin,2017-09-25 20:43:00,0.47
Admin,2017-09-28 13:38:00,0.5
Admin,2017-10-03 19:57:00,0.58
Admin,2017-10-08 16:08:00,0.47
Admin,2017-10-11 21:12:00,0.42
Admin,2017-10-12 20:29:00,0.93
Admin,2017-10-16 17:34:00,2.07
Admin,2017-10-20 18:43:00,1.2
Admin,2017-10-23 10:56:00,0.22
Admin,2017-10-23 13:54:00,2.18
Admin,2017-10-23 22:29:00,0.25
Admin,2017-10-25 12:51:00,0.15
Admin,2017-10-25 19:20:00,0.0
Admin,2017-10-26 23:23:00,0.52
Admin,2017-10-27 18:35:00,0.72
Admin,2017-10-30 18:23:00,0.15
Admin,2017-11-01 12:32:00,1.0
Admin,2017-11-03 18:42:00,0.43
Admin,2017-11-07 12:16:00,1.2
Admin,2017-11-09 23:42:00,0.58
Admin,2017-11-13 15:27:00,1.12
Admin,2017-11-14 11:41:00,0.3
Admin,2017-11-14 12:25:00,0.65
Admin,2017-11-15 20:18:00,0.48
Admin,2017-11-18 00:31:00,0.6
Admin,2017-11-20 18:22:00,0.05
Admin,2017-11-20 22:55:00,0.3
Admin,2017-11-21 23:40:00,0.32
Admin,2017-11-22 22:11:00,0.57
Admin,2017-11-25 19:39:00,0.6
Admin,2017-11-27 20:28:00,0.13
Admin,2017-11-27 21:26:00,0.2
Admin,2017-11-29 23:20:00,0.52
Admin,2017-11-30 23:50:00,0.5
Admin,2017-12-01 22:19:00,0.22
Admin,2017-12-03 00:24:00,0.6
Admin,2017-12-04 20:02:00,0.53
Admin,2017-12-05 23:54:00,1.32
Admin,2017-12-07 19:13:00,1.52
Admin,2017-12-09 13:04:00,0.7
Admin,2017-12-13 23:38:00,0.22
Admin,2017-12-18 18:21:00,0.37
Admin,2017-12-20 00:27:00,0.53
Admin,2017-12-21 17:25:00,0.18
Admin,2017-12-27 16:00:00,0.48
Admin,2018-01-03 12:50:00,1.5
Admin,2018-01-04 23:05:00,0.63
Admin,2018-01-08 15:05:00,0.87
Admin,2018-01-09 23:57:00,0.7
Admin,2018-01-10 21:09:00,0.25
Admin,2018-01-15 15:58:00,0.77
Admin,2018-01-17 11:15:00,0.57
Admin,2018-01-17 22:35:00,0.58
Admin,2018-01-18 22:59:00,0.2
Admin,2018-01-19 18:09:00,1.1
Admin,2018-01-21 21:58:00,0.65
Admin,2018-01-25 11:25:00,0.82
Admin,2018-01-25 23:19:00,0.15
Admin,2018-01-29 22:28:00,0.62
Admin,2018-01-30 13:24:00,0.47
Admin,2018-01-31 14:09:00,0.93
Admin,2018-02-01 12:40:00,0.4
Admin,2018-02-01 18:48:00,0.97
Admin,2018-02-03 01:30:00,0.35
Admin,2018-02-06 13:01:00,0.27
Admin,2018-02-06 18:20:00,0.17
Admin,2018-02-06 18:28:00,0.13
Admin,2018-02-06 20:33:00,0.32
Admin,2018-02-12 15:16:00,0.77
Admin,2018-02-17 09:03:00,0.38
Admin,2018-02-19 16:23:00,1.28
Admin,2018-02-28 14:47:00,0.67
Admin,2018-03-02 13:40:00,0.8
Admin,2018-03-05 23:32:00,1.53
Admin,2018-03-06 11:27:00,0.88
Admin,2018-03-12 14:18:00,0.9
Admin,2018-03-15 17:01:00,0.02
Admin,2018-03-19 12:52:00,0.93
Admin,2018-03-22 13:59:00,0.33
Admin,2018-03-22 15:41:00,0.65
Admin,2018-03-27 21:51:00,0.23
Admin,2018-03-27 22:24:00,0.1
Admin,2018-03-28 22:25:00,0.38
Admin,2018-04-04 21:00:00,0.7
Admin,2018-04-09 22:23:00,0.5
Admin,2018-04-13 22:42:00,0.12
Admin,2018-04-17 13:06:00,0.3
Admin,2018-04-20 23:53:00,0.22
Admin,2018-04-21 18:57:00,0.15
Admin,2018-04-26 14:02:00,1.77
Admin,2018-04-26 15:49:00,0.83
Admin,2018-04-27 18:45:00,0.2
Admin,2018-05-04 10:52:00,0.93
Admin,2018-05-08 22:00:00,0.13
Admin,2018-05-11 18:15:00,0.07
Admin,2018-05-16 11:59:00,0.48
Admin,2018-05-19 19:58:00,0.3
Admin,2018-05-19 20:22:00,0.08
Admin,2018-05-22 09:18:00,0.93
Admin,2018-05-27 11:34:00,0.43
Admin,2018-06-04 18:03:00,0.28
Admin,2018-06-11 23:11:00,0.45
Admin,2018-06-20 09:04:00,0.32
Admin,2018-06-26 22:15:00,0.45
Admin,2018-07-06 11:15:00,0.68
Admin,2018-07-14 15:20:00,0.43
Admin,2018-07-16 23:04:00,0.82
Admin,2018-07-22 00:27:00,0.6
Admin,2018-07-22 11:42:00,0.7
Admin,2018-07-25 21:15:00,0.65
Admin,2018-07-28 13:21:00,0.85
Admin,2018-08-02 12:01:00,1.67
Admin,2018-08-07 23:35:00,0.62
Admin,2018-08-08 10:12:00,0.67
Admin,2018-08-08 11:58:00,0.92
Admin,2018-08-14 15:32:00,0.7
Admin,2018-08-20 19:53:00,0.12
Admin,2018-08-21 22:55:00,0.37
Admin,2018-08-23 14:04:00,0.68
Admin,2018-08-23 17:27:00,0.6
Admin,2018-08-30 11:28:00,1.67
Admin,2018-09-05 17:06:00,0.63
Admin,2018-09-07 10:44:00,0.77
Admin,2018-09-09 22:00:00,0.5
Admin,2018-09-17 16:57:00,1.43
Admin,2018-09-18 12:17:00,1.3
Admin,2018-09-18 15:26:00,0.45
Admin,2018-09-18 22:04:00,0.1
Admin,2018-09-19 12:40:00,0.18
Admin,2018-09-20 16:12:00,0.05
Admin,2018-09-21 18:12:00,0.02
Admin,2018-09-27 15:20:00,0.48
Admin,2018-09-27 20:38:00,0.88
Admin,2018-10-02 00:39:00,0.87
Admin,2018-10-02 23:33:00,0.53
Admin,2018-10-08 11:18:00,0.68
Admin,2018-10-09 18:37:00,0.22
Admin,2018-10-13 13:02:00,0.38
Admin,2018-10-16 20:56:00,0.28
Admin,2018-10-16 21:30:00,0.55
Admin,2018-10-20 18:00:00,0.23
Admin,2018-10-24 23:09:00,0.72
Admin,2018-11-15 17:04:00,0.38
Admin,2018-11-27 13:20:00,0.23
Admin,2018-11-29 11:20:00,0.25
Admin,2018-12-05 01:09:00,0.32
Admin,2018-12-11 19:49:00,0.22
Admin,2018-12-12 20:33:00,0.48
Admin,2018-12-13 16:54:00,0.1
Admin,2018-12-14 13:28:00,2.3
Admin,2018-12-28 13:49:00,0.05
Admin,2018-12-31 14:57:00,0.33
Admin,2018-12-31 15:15:00,0.1
Admin,2019-01-03 10:20:00,0.83
Admin,2019-01-07 11:53:00,1.37
Admin,2019-01-07 12:57:00,0.95
Admin,2019-01-08 11:33:00,0.63
Admin,2019-01-08 13:18:00,0.33
Admin,2019-01-08 17:45:00,1.15
Admin,2019-01-09 12:45:00,1.22
Admin,2019-01-09 15:30:00,0.5
Admin,2019-01-09 20:22:00,0.28
Admin,2019-01-10 16:55:00,0.1
Admin,2019-01-11 15:49:00,0.5
Admin,2019-01-14 09:59:00,0.37
Admin,2019-01-15 09:45:00,0.15
Admin,2019-01-15 11:08:00,0.17
Admin,2019-01-15 13:04:00,1.07
Admin,2019-01-15 17:56:00,0.7
Admin,2019-01-15 19:25:00,0.32
Admin,2019-01-16 13:48:00,0.42
Admin,2019-01-19 11:39:00,0.27
Admin,2019-01-22 11:36:00,0.45
Admin,2019-01-24 08:52:00,0.27
Admin,2019-01-25 17:41:00,0.63
Admin,2019-01-26 22:05:00,0.9
Admin,2019-01-28 11:34:00,0.82
Admin,2019-01-29 18:21:00,0.42
Admin,2019-01-30 23:54:00,0.03
Admin,2019-01-31 11:18:00,0.53
Admin,2019-02-04 12:40:00,0.5
Admin,2019-02-04 16:28:00,0.33
Admin,2019-02-05 16:43:00,1.68
Admin,2019-02-07 04:28:00,0.23
Admin,2019-02-08 10:34:00,0.5
Admin,2019-02-13 10:12:00,0.27
Admin,2019-02-14 10:42:00,0.68
Admin,2019-02-15 09:15:00,0.35
Admin,2019-02-16 14:19:00,0.32
Admin,2019-02-19 18:02:00,0.92
Admin,2019-02-19 18:32:00,0.13
Admin,2019-02-20 18:18:00,0.32
Admin,2019-02-23 17:12:00,0.03
Admin,2019-02-25 11:35:00,0.95
Admin,2019-02-26 18:16:00,0.35
Admin,2019-02-27 09:45:00,0.28
Admin,2019-02-28 12:26:00,0.53
Admin,2019-02-28 12:39:00,0.1
Admin,2019-03-01 10:55:00,0.22
Admin,2019-03-02 19:03:00,0.53
Admin,2019-03-05 21:01:00,0.63
Admin,2019-03-06 17:55:00,0.37
Admin,2019-03-12 17:03:00,1.43
Admin,2019-03-15 13:36:00,1.0
Admin,2019-03-15 15:40:00,0.32
Admin,2019-03-18 10:02:00,0.72
Admin,2019-03-18 17:56:00,0.22
Admin,2019-03-19 11:19:00,0.43
Admin,2019-03-19 20:01:00,0.15
Admin,2019-03-19 22:54:00,0.42
Admin,2019-03-25 13:25:00,0.28
Admin,2019-03-31 23:02:00,0.22
Admin,2019-04-03 16:42:00,0.35
Admin,2019-04-04 14:02:00,0.38
Admin,2019-04-11 11:12:00,1.17
Admin,2019-04-13 17:48:00,0.25
Admin,2019-04-15 18:19:00,0.2
Admin,2019-04-16 19:54:00,0.08
Admin,2019-04-16 21:52:00,0.25
Admin,2019-04-18 23:25:00,0.33
Admin,2019-04-19 14:32:00,0.33
Admin,2019-05-04 13:55:00,0.55
Admin,2019-05-16 11:59:00,0.5
Admin,2019-05-25 13:26:00,0.42
Admin,2019-05-28 12:20:00,0.37
Admin,2019-05-28 22:30:00,0.5
Admin,2019-05-29 15:29:00,0.45
Admin,2019-06-06 15:38:00,1.03
Admin,2019-06-08 12:58:00,0.02
Admin,2019-06-13 18:28:00,0.72
Admin,2019-06-14 23:26:00,0.6
Admin,2019-07-06 15:20:00,0.67
Admin,2019-07-10 11:55:00,1.3
Admin,2019-07-14 13:06:00,0.65
Admin,2019-07-22 18:04:00,0.02
Admin,2019-07-27 23:39:00,0.82
Admin,2019-07-30 09:15:00,0.4
Admin,2019-08-01 22:19:00,0.72
Admin,2019-08-06 12:43:00,0.57
Admin,2019-08-06 14:08:00,0.5
Admin,2019-08-08 11:48:00,0.2
Admin,2019-08-21 12:34:00,0.37
Admin,2019-08-28 20:00:00,0.2
Admin,2019-08-29 17:32:00,0.18
Admin,2019-09-03 11:26:00,1.17
Admin,2019-09-03 12:07:00,0.55
Admin,2019-09-05 16:03:00,0.15
Admin,2019-09-17 15:06:00,0.35
Admin,2019-09-19 12:14:00,0.73
Admin,2019-09-19 12:07:00,0.37
Admin,2019-09-23 15:51:00,0.37
Admin,2019-09-28 11:50:00,0.45
Admin,2019-10-10 23:36:00,1.1
Admin,2019-10-15 20:53:00,0.18
Admin,2019-10-16 11:30:00,0.45
Admin,2019-10-17 12:37:00,0.28
Admin,2019-10-21 15:48:00,0.45
Admin,2019-10-22 12:38:00,0.42
Admin,2019-10-23 12:09:00,0.42
Admin,2019-10-25 02:06:00,1.1
Admin,2019-10-25 12:51:00,1.08
Admin,2019-10-25 15:53:00,0.25
Admin,2019-10-28 11:36:00,0.22
Admin,2019-10-28 12:45:00,0.43
Admin,2019-11-03 10:47:00,0.28
Admin,2019-11-03 13:31:00,0.27
Admin,2019-11-05 18:46:00,0.35
Admin,2019-11-06 17:27:00,0.28
Admin,2019-11-07 11:44:00,0.37
Admin,2019-11-18 18:39:00,0.62
Admin,2019-11-22 15:02:00,0.12
Admin,2019-11-25 13:10:00,0.35
Admin,2019-11-25 21:22:00,0.12
Admin,2019-11-27 23:51:00,1.6
Admin,2019-12-03 00:12:00,0.77
Admin,2019-12-03 11:01:00,1.03
Admin,2019-12-03 18:42:00,0.02
Admin,2019-12-04 11:39:00,1.15
